seqname,tax_id,species_name
MATE_MAG_0646_Nitrospina_OMZ_North_Pacific_GP0053648_LPjun08P41300mDRAFT_10032743_Nitrospina,408172,marine metagenome
MATE_MAG_0647_Nitrospira_bacterium_SG8_3_2_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0648_Nitrospira_bacterium_SG8_3_Nitrospirae,1704023,Nitrospira bacterium SG8_3
MATE_MAG_0649_Nitrospira_bacterium_SG8_35_1_Nitrospirae,1704024,Nitrospira bacterium SG8_35_1
MATE_MAG_0650_Nitrospirae_bacterium_GWA2_46_11_Nitrospirae,1801691,Nitrospirae bacterium GWA2_46_11
MATE_MAG_0651_Nitrospirae_bacterium_GWB2_47_37_Nitrospirae,1801692,Nitrospirae bacterium GWB2_47_37
MATE_MAG_0652_Nitrospirae_bacterium_GWC2_56_14_2_Nitrospirae,1801696,Nitrospirae bacterium GWC2_56_14
MATE_MAG_0653_Nitrospirae_bacterium_RBG_19FT_COMBO_55_12_Nitrospirae,1801710,Nitrospirae bacterium RBG_19FT_COMBO_55_12
MATE_MAG_0654_Nitrospirae_bacterium_RIFOXYA2_FULL_44_9_Nitrospirae,1801719,Nitrospirae bacterium RIFOXYA2_FULL_44_9
MATE_MAG_0655_Nitrospirae_bacterium_RIFOXYB2_FULL_43_5_Nitrospirae,1801720,Nitrospirae bacterium RIFOXYB2_FULL_43_5
MATE_MAG_0656_Nitrospirae_bacterium_GWF2_44_13_Nitrospirae,1801702,Nitrospirae bacterium GWF2_44_13
MATE_MAG_0657_Nitrospirae_bacterium_RIFOXYC2_FULL_44_7_Nitrospirae,1801721,Nitrospirae bacterium RIFOXYC2_FULL_44_7
MATE_MAG_0658_Nitrospirae_bacterium_CG1_02_44_142_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0659_Nitrospirae_bacterium_CG2_30_53_67_Nitrospirae,1805278,Nitrospirae bacterium CG2_30_53_67
MATE_MAG_0660_Nitrospiraceae_bacterium_UBA6905_Nitrospirae,1952984,Nitrospiraceae bacterium UBA6905
MATE_MAG_0661_Nitrospirae_bacterium_MYbin6_Nitrospirae,2032654,Nitrospirae bacterium MYbin6
MATE_MAG_0662_Nitrospirae_bacterium_MYbin3_Nitrospirae,2032653,Nitrospirae bacterium MYbin3
MATE_MAG_0663_Nitrospirae_bacterium_HCHbin1_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0664_Nitrospirae_bacterium_CG22_combo_CG10-13_8_21_14_all_44_11_Nitrospirae,1974072,Nitrospirae bacterium CG22_combo_CG10-13_8_21_14_all_44_11
MATE_MAG_0665_Nitrospirae_bacterium_CG08_land_8_20_14_0_20_52_24_Nitrospirae,1974068,Nitrospirae bacterium CG08_land_8_20_14_0_20_52_24
MATE_MAG_0666_Nitrospirae_bacterium_CG02_land_8_20_14_3_00_44_33_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0667_Nitrospirae_bacterium_CG01_land_8_20_14_3_00_44_22_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0668_Nitrospirae_bacterium_CG17_big_fil_post_rev_8_21_14_2_50_50_9_Nitrospirae,1974070,Nitrospirae bacterium CG17_big_fil_post_rev_8_21_14_2_50_50_9
MATE_MAG_0669_Nitrospirae_bacterium_CG_4_8_14_3_um_filter_50_41_Nitrospirae,1974057,Nitrospirae bacterium CG_4_8_14_3_um_filter_50_41
MATE_MAG_0670_Nitrospirae_bacterium_CG_4_8_14_3_um_filter_44_28_Nitrospirae,1974056,Nitrospirae bacterium CG_4_8_14_3_um_filter_44_28
MATE_MAG_0671_Nitrospirae_bacterium_CG_4_10_14_3_um_filter_44_29_Nitrospirae,1974052,Nitrospirae bacterium CG_4_10_14_3_um_filter_44_29
MATE_MAG_0672_Nitrospirae_bacterium_CG_4_9_14_3_um_filter_44_28_Nitrospirae,1974061,Nitrospirae bacterium CG_4_9_14_3_um_filter_44_28
MATE_MAG_0673_Nitrospirae_bacterium_BMS3Abin07_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0674_Nitrospirae_bacterium_BMS3Bbin05_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0675_Nitrospiraceae_bacterium_fen_1314_Nitrospirae,2026770,Nitrospiraceae bacterium
MATE_MAG_0676_Nitrospiraceae_bacterium_fen_1313_Nitrospirae,2026770,Nitrospiraceae bacterium
MATE_MAG_0677_Nitrospiraceae_bacterium_fen_1311_Nitrospirae,2026770,Nitrospiraceae bacterium
MATE_MAG_0678_Nitrospiraceae_bacterium_fen_1305_Nitrospirae,2026770,Nitrospiraceae bacterium
MATE_MAG_0679_Nitrospiraceae_bacterium_fen_1309_Nitrospirae,2026770,Nitrospiraceae bacterium
MATE_MAG_0680_Nitrospirae_bacterium_SZUA-224_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0681_Nitrospirae_bacterium_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0682_Nitrospirae_bacterium_SZUA-242_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0683_Nitrospirae_bacterium_SZUA-452_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0684_Nitrospirae_bacterium_FW300_bin.22_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0685_Nitrospirae_bacterium_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0686_Nitrospirae_bacterium_Nitrospirae,2026887,Nitrospirae bacterium
MATE_MAG_0687_Planctomycetes_bacterium_PVC_0021_Planctomycetes,2026780,Planctomycetes bacterium
MATE_MAG_0688_Phycisphaerae_bacterium_SG8_4_Planctomycetes,1703409,Phycisphaerae bacterium SG8_4
MATE_MAG_0689_Planctomycetes_bacterium_RBG_13_63_9_Planctomycetes,1801965,Planctomycetes bacterium RBG_13_63_9
MATE_MAG_0690_Planctomycetes_bacterium_RBG_16_64_12_Planctomycetes,1801971,Planctomycetes bacterium RBG_16_64_12
MATE_MAG_0691_Phycisphaerales_bacterium_fen_1362_Planctomycetes,2052180,Phycisphaerales bacterium
MATE_MAG_0692_Brocadiaceae_bacterium_B1Sed10_183_Planctomycetes,2094028,Candidatus Brocadiaceae bacterium
MATE_MAG_0693_Brocadiaceae_bacterium_T3Sed10_170_Planctomycetes,2094028,Candidatus Brocadiaceae bacterium
MATE_MAG_0694_Saganbacteria_bacterium_CG08_land_8_20_14_0_20_45_16_Saganbacteria,2575572,Candidatus Saganbacteria bacterium
MATE_MAG_0695_Spirochaetota_GWE2-31-10_2757320495_Spirochaetes,2202144,Spirochaetes bacterium
MATE_MAG_0696_Treponematales_UBA12059_2757320496_Spirochaetes,166,Treponema sp.
MATE_MAG_0697_Spirochaetota_UBA4802_2757320497_Spirochaetes,1948757,Spirochaetia bacterium UBA4802
MATE_MAG_0698_Spirochaetales_bacterium_Spiro_09_Spirochaetes,2026792,Spirochaetales bacterium
MATE_MAG_0699_Spirochaetales_bacterium_Spiro_10_Spirochaetes,1674866,Spirochaetales bacterium Spiro_10
MATE_MAG_0700_Spirochaetes_bacterium_GWB1_27_13_Spirochaetes,1802173,Spirochaetes bacterium GWB1_27_13
MATE_MAG_0701_Spirochaetes_bacterium_GWB1_36_13_Spirochaetes,1802174,Spirochaetes bacterium GWB1_36_13
MATE_MAG_0702_Spirochaetes_bacterium_GWB1_59_5_Spirochaetes,1802176,Spirochaetes bacterium GWB1_59_5
MATE_MAG_0703_Spirochaetes_bacterium_GWB1_60_80_Spirochaetes,1802177,Spirochaetes bacterium GWB1_60_80
MATE_MAG_0704_Spirochaetes_bacterium_GWB1_66_5_Spirochaetes,1802178,Spirochaetes bacterium GWB1_66_5
MATE_MAG_0705_Spirochaetes_bacterium_GWC1_61_12_Spirochaetes,1802180,Spirochaetes bacterium GWC1_61_12
MATE_MAG_0706_Spirochaetes_bacterium_GWD1_61_31_Spirochaetes,1802183,Spirochaetes bacterium GWD1_61_31
MATE_MAG_0707_Spirochaetes_bacterium_GWE1_32_154_Spirochaetes,1802184,Spirochaetes bacterium GWE1_32_154
MATE_MAG_0708_Spirochaetes_bacterium_GWE2_31_10_Spirochaetes,1802186,Spirochaetes bacterium GWE2_31_10
MATE_MAG_0709_Spirochaetes_bacterium_GWF1_31_7_Spirochaetes,1802187,Spirochaetes bacterium GWF1_31_7
MATE_MAG_0710_Spirochaetes_bacterium_GWF1_41_5_Spirochaetes,1802188,Spirochaetes bacterium GWF1_41_5
MATE_MAG_0711_Spirochaetes_bacterium_GWF1_49_6_Spirochaetes,1802189,Spirochaetes bacterium GWF1_49_6
MATE_MAG_0712_Spirochaetes_bacterium_GWF1_51_8_Spirochaetes,1802190,Spirochaetes bacterium GWF1_51_8
MATE_MAG_0713_Spirochaetes_bacterium_RBG_13_51_14_Spirochaetes,1802193,Spirochaetes bacterium RBG_13_51_14
MATE_MAG_0714_Spirochaetes_bacterium_RBG_16_49_21_Spirochaetes,1802195,Spirochaetes bacterium RBG_16_49_21
MATE_MAG_0715_Spirochaetes_bacterium_RBG_16_67_19_Spirochaetes,1802196,Spirochaetes bacterium RBG_16_67_19
MATE_MAG_0716_Spirochaetes_bacterium_RIFOXYB1_FULL_32_8_Spirochaetes,1802197,Spirochaetes bacterium RIFOXYB1_FULL_32_8
MATE_MAG_0717_Treponema_sp._GWA1_62_8_Spirochaetes,1802378,Treponema sp. GWA1_62_8
MATE_MAG_0718_Spirochaetes_bacterium_GWD1_27_9_Spirochaetes,1802182,Spirochaetes bacterium GWD1_27_9
MATE_MAG_0719_Spirochaetes_bacterium_GWE1_60_18_Spirochaetes,1802185,Spirochaetes bacterium GWE1_60_18
MATE_MAG_0720_Spirochaetes_bacterium_GWF1_60_12_Spirochaetes,1802191,Spirochaetes bacterium GWF1_60_12
MATE_MAG_0721_Spirochaetes_bacterium_RIFOXYC1_FULL_54_7_Spirochaetes,1802198,Spirochaetes bacterium RIFOXYC1_FULL_54_7
MATE_MAG_0722_Treponema_sp._GWB1_62_6_Spirochaetes,1802379,Treponema sp. GWB1_62_6
MATE_MAG_0723_Spirochaetaceae_bacterium_UBA1318_Spirochaetes,1952885,Spirochaetaceae bacterium UBA1318
MATE_MAG_0724_Spirochaetaceae_bacterium_UBA1306_Spirochaetes,1952884,Spirochaetaceae bacterium UBA1306
MATE_MAG_0725_Spirochaetia_bacterium_UBA5368_Spirochaetes,1948758,Spirochaetia bacterium UBA5368
MATE_MAG_0726_Spirochaetaceae_bacterium_UBA5200_Spirochaetes,1952889,Spirochaetaceae bacterium UBA5200
MATE_MAG_0727_Spirochaetia_bacterium_UBA5763_Spirochaetes,1948760,Spirochaetia bacterium UBA5763
MATE_MAG_0728_Spirochaetia_bacterium_UBA5550_Spirochaetes,1948759,Spirochaetia bacterium UBA5550
MATE_MAG_0729_Spirochaetae_bacterium_HGW-Spirochaetae-7_Spirochaetes,2013839,Spirochaetae bacterium HGW-Spirochaetae-7
MATE_MAG_0730_Spirochaetae_bacterium_HGW-Spirochaetae-5_Spirochaetes,2013837,Spirochaetae bacterium HGW-Spirochaetae-5
MATE_MAG_0731_Spirochaetae_bacterium_HGW-Spirochaetae-1_Spirochaetes,2013832,Spirochaetae bacterium HGW-Spirochaetae-1
MATE_MAG_0732_Spirochaetaceae_bacterium_fen_1366_Spirochaetes,1898206,Spirochaetaceae bacterium
MATE_MAG_0733_Spirochaetaceae_bacterium_fen_1365_Spirochaetes,1898206,Spirochaetaceae bacterium
MATE_MAG_0734_Spirochaetaceae_bacterium_fen_1364_Spirochaetes,1898206,Spirochaetaceae bacterium
MATE_MAG_0735_Spirochaetales_bacterium_SZUA-6_Spirochaetes,2026792,Spirochaetales bacterium
MATE_MAG_0736_Treponema_sp._SZUA-426_Spirochaetes,166,Treponema sp.
MATE_MAG_0737_Spirochaetales_bacterium_SZUA-416_Spirochaetes,2026792,Spirochaetales bacterium
MATE_MAG_0738_Spirochaetales_bacterium_SZUA-414_Spirochaetes,2026792,Spirochaetales bacterium
MATE_MAG_0739_Spirochaetales_bacterium_SZUA-475_Spirochaetes,2026792,Spirochaetales bacterium
MATE_MAG_0740_Spirochaetaceae_bacterium_maxbin2.0195_Spirochaetes,1898206,Spirochaetaceae bacterium
MATE_MAG_0741_Spirochaetales_bacterium_das_tool.metabat2.70_Spirochaetes,2026792,Spirochaetales bacterium
MATE_MAG_0742_Spirochaetales_bacterium_das_tool.maxbin2.98_Spirochaetes,2026792,Spirochaetales bacterium
MATE_MAG_0743_Synergistales_bacterium_Syner_03_Synergistetes,2268201,Synergistales bacterium
MATE_MAG_0744_Synergistaceae_bacterium_UBA4921_Synergistetes,1952910,Synergistaceae bacterium UBA4921
MATE_MAG_0745_Synergistaceae_bacterium_UBA5258_Synergistetes,1952912,Synergistaceae bacterium UBA5258
MATE_MAG_0746_Synergistaceae_bacterium_UBA6101_Synergistetes,1952925,Synergistaceae bacterium UBA6101
MATE_MAG_0747_Synergistetes_bacterium_HGW-Synergistetes-1_Synergistetes,2013842,Synergistetes bacterium HGW-Synergistetes-1
MATE_MAG_0748_TA06_E44_bin18_TA06,1156500,candidate division TA06
MATE_MAG_0749_TA06_E29_bin36_TA06,1156500,candidate division TA06
MATE_MAG_0750_Unclassified_2757320501,358574,uncultured microorganism
MATE_MAG_0751_Unclassified_2757320502,358574,uncultured microorganism
MATE_MAG_0752_Unclassified_Moduliflexus_flocculans,1499966,Candidatus Moduliflexus flocculans
MATE_MAG_0753_Unclassified_bacterium_UBP16_UBA6123,1869227,bacterium
MATE_MAG_0754_Unclassified_bacterium_UBP10_UBA7539,1953413,Candidatus Binatus soli
MATE_MAG_0755_Unclassified_Bacterium_BMS3Abin02,1869227,bacterium
MATE_MAG_0756_Unclassified_bacterium_BMS3Abin14,1869227,bacterium
MATE_MAG_0757_Unclassified_bacterium_BMS3Abin13,1869227,bacterium
MATE_MAG_0758_Archaeon_BMS3Abin16,1906665,archaeon
MATE_MAG_0759_Unclassified_bacterium_SZUA-204,1869227,bacterium
MATE_MAG_0760_Acidulodesulfobacterium_ferriphilum_AP3,2597223,Candidatus Acidulodesulfobacterium ferriphilum
MATE_MAG_0761_Unclassified_bacterium_M0043,1869227,bacterium
MATE_MAG_0762_Kiritimatiellales_UBA1859_2744054411_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0763_Kiritimatiellales_UBA1859_2757320508_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0764_Verrucomicrobia_bacterium_Verruco_0001_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0765_Verrucomicrobia_bacterium_Verruco_0006_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0766_Verrucomicrobia_bacterium_Verruco_0008_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0767_Verrucomicrobia_bacterium_Verruco_0010_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0768_Verrucomicrobia_bacterium_Verruco_0011_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0769_Verrucomicrobia_bacterium_Verruco_0020_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0770_Verrucomicrobia_bacterium_Verruco_0022_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0771_Verrucomicrobia_bacterium_Verruco_0023_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0772_Verrucomicrobia_bacterium_Verruco_0031_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0773_Verrucomicrobia_bacterium_Verruco_0036_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0774_Verrucomicrobia_bacterium_Verruco_0037_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0775_Opitutae_bacterium_fen_1437_Verrucomicrobia,2026771,Opitutae bacterium
MATE_MAG_0776_Opitutae_bacterium_fen_1433_Verrucomicrobia,2026771,Opitutae bacterium
MATE_MAG_0777_Verrucomicrobia_bacterium_Glo_14_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0778_Verrucomicrobia_bacterium_DP16D_bin.41_Verrucomicrobia,2026799,Verrucomicrobia bacterium
MATE_MAG_0779_Wallbacteria_bacterium_GWC2_49_35_Wallibacteria,1817813,Candidatus Wallbacteria bacterium GWC2_49_35
MATE_MAG_0780_WOR-1_bacterium_RIFOXYA12_FULL_43_27_WOR-1,1802570,candidate division WOR-1 bacterium RIFOXYA12_FULL_43_27
MATE_MAG_0781_WOR-1_bacterium_RIFOXYB2_FULL_42_35_WOR-1,1802580,candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35
MATE_MAG_0782_WOR-1_bacterium_RIFOXYB2_FULL_46_45_WOR-1,1802582,candidate division WOR-1 bacterium RIFOXYB2_FULL_46_45
MATE_MAG_0783_WOR-1_bacterium_RIFOXYC2_FULL_41_25_WOR-1,1802586,candidate division WOR-1 bacterium RIFOXYC2_FULL_41_25
MATE_MAG_0784_WOR-1_bacterium_RIFOXYC2_FULL_46_14_WOR-1,1802587,candidate division WOR-1 bacterium RIFOXYC2_FULL_46_14
MATE_MAG_0785_WOR-1_bacterium_RIFOXYA2_FULL_41_14_WOR-1,1802574,candidate division WOR-1 bacterium RIFOXYA2_FULL_41_14
MATE_MAG_0786_WOR-1_bacterium_RIFOXYA2_FULL_46_56_WOR-1,1802575,candidate division WOR-1 bacterium RIFOXYA2_FULL_46_56
MATE_MAG_0787_WOR_3_bacterium_SM23_42_WOR-3,1703779,candidate division WOR_3 bacterium SM23_42
paralog_Thermosulfurimonas_dismutans,999894,Thermosulfurimonas dismutans
paralog_Candidatus_Omnitrophica_bacterium_CG1_02_41_171,1805285,Candidatus Omnitrophica bacterium CG1_02_41_171
